                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                 3.5337,                 5.5309,                 4.3017,                      0,                      0,                      0,                      0,                 3.3821,                 5.3144,                 4.1633,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                 2.9789,                  5.275,                 4.2903,                      0,                      0,                      0,                      0,                 3.3821,                 5.3144,                 4.1633,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                  3.123,                 5.4244,                 4.2396,                      0,                      0,                      0,                      0,                 3.3827,                 5.3114,                 4.1634,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                 3.5437,                 5.3246,                 4.2708,                      0,                      0,                      0,                      0,                 3.3827,                 5.3114,                 4.1634,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                 2.7898,                 5.5112,                 4.2955,                      0,                      0,                      0,                      0,                 3.3827,                 5.3114,                 4.1634,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                 3.1162,                 5.3437,                 4.2961,                      0,                      0,                      0,                      0,                 3.3821,                 5.3155,                 4.1642,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                 3.4738,                 5.4206,                 4.2271,                      0,                      0,                      0,                      0,                 3.3821,                 5.3155,                 4.1642,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                 2.9518,                 5.5161,                 4.1869,                      0,                      0,                      0,                      0,                 3.3821,                 5.3155,                 4.1642,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                 3.0843,                 5.4062,                 4.3249,                      0,                      0,                      0,                      0,                 3.3822,                 5.3138,                 4.1643,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                 3.0656,                  5.645,                 4.5408,                      0,                      0,                      0,                      0,                 3.3822,                 5.3138,                 4.1643,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                 2.6834,                 5.3891,                 4.4363,                      0,                      0,                      0,                      0,                 3.3822,                 5.3138,                 4.1643,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                 3.0994,                 5.2342,                 4.3547,                      0,                      0,                      0,                      0,                 3.3822,                  5.314,                 4.1648,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                 3.4492,                 5.5419,                 4.3773,                      0,                      0,                      0,                      0,                 3.3822,                  5.314,                 4.1648,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                 2.9446,                 5.5567,                 4.2043,                      0,                      0,                      0,                      0,                 3.3822,                  5.314,                 4.1648,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                 3.0142,                 5.5803,                 4.3711,                      0,                      0,                      0,                      0,                 3.3834,                  5.311,                 4.1653,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                 3.1236,                 5.3782,                 4.3659,                      0,                      0,                      0,                      0,                 3.3834,                  5.311,                 4.1653,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                 3.2428,                 5.4281,                 4.2643,                      0,                      0,                      0,                      0,                 3.3834,                  5.311,                 4.1653,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                  3.382,                 5.3355,                 4.2053,                      0,                      0,                      0,                      0,                 3.3829,                 5.3103,                 4.1662,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                 3.0675,                 5.3086,                 4.2838,                      0,                      0,                      0,                      0,                 3.3829,                 5.3103,                 4.1662,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                 3.0589,                 5.6069,                 4.2905,                      0,                      0,                      0,                      0,                 3.3829,                 5.3103,                 4.1662,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                 2.7203,                 5.4033,                 4.3318,                      0,                      0,                      0,                      0,                 3.3853,                 5.3114,                 4.1665,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                 3.2246,                 6.1251,                 4.3043,                      0,                      0,                      0,                      0,                 3.3853,                 5.3114,                 4.1665,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                  3.294,                 5.4639,                 4.2343,                      0,                      0,                      0,                      0,                 3.3853,                 5.3114,                 4.1665,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                 2.7317,                 5.4697,                   4.22,                      0,                      0,                      0,                      0,                 3.3857,                 5.3122,                 4.1672,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                 2.7631,                  5.499,                 4.2288,                      0,                      0,                      0,                      0,                 3.3857,                 5.3122,                 4.1672,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                  3.194,                 5.4671,                 4.2471,                      0,                      0,                      0,                      0,                 3.3857,                 5.3122,                 4.1672,             2.4089e-05,             2.4089e-05,             2.4089e-05
                     75,                 3.1666,                 5.4744,                 4.2872,                      0,                      0,                      0,                      0,                 3.3843,                 5.3112,                 4.1681,             2.3547e-05,             2.3547e-05,             2.3547e-05
                     76,                 3.2508,                 5.4424,                 4.3032,                      0,                      0,                      0,                      0,                 3.3843,                 5.3112,                 4.1681,             2.2982e-05,             2.2982e-05,             2.2982e-05
                     77,                 3.0184,                 5.5164,                 4.2978,                      0,                      0,                      0,                      0,                 3.3843,                 5.3112,                 4.1681,             2.2393e-05,             2.2393e-05,             2.2393e-05
                     78,                 2.9421,                 5.4351,                 4.1876,                      0,                      0,                      0,                      0,                 3.3868,                 5.3092,                 4.1685,              2.178e-05,              2.178e-05,              2.178e-05
                     79,                 3.6848,                 5.8278,                 4.1754,                      0,                      0,                      0,                      0,                 3.3868,                 5.3092,                 4.1685,             2.1144e-05,             2.1144e-05,             2.1144e-05
                     80,                 3.3261,                 5.3529,                 4.2877,                      0,                      0,                      0,                      0,                 3.3868,                 5.3092,                 4.1685,             2.0485e-05,             2.0485e-05,             2.0485e-05
                     81,                 3.0428,                 5.2777,                 4.2438,                      0,                      0,                      0,                      0,                 3.3888,                 5.3109,                 4.1696,             1.9802e-05,             1.9802e-05,             1.9802e-05
                     82,                  2.516,                 5.3867,                 4.1851,                      0,                      0,                      0,                      0,                 3.3888,                 5.3109,                 4.1696,             1.9095e-05,             1.9095e-05,             1.9095e-05
                     83,                 3.3575,                 5.6203,                 4.2016,                      0,                      0,                      0,                      0,                 3.3888,                 5.3109,                 4.1696,             1.8365e-05,             1.8365e-05,             1.8365e-05
                     84,                 2.9331,                 5.2742,                  4.215,                      0,                      0,                      0,                      0,                 3.3895,                 5.3122,                 4.1704,             1.7611e-05,             1.7611e-05,             1.7611e-05
                     85,                 3.2074,                 5.2147,                 4.2291,                      0,                      0,                      0,                      0,                 3.3895,                 5.3122,                 4.1704,             1.6833e-05,             1.6833e-05,             1.6833e-05
                     86,                 3.2223,                  5.364,                 4.2791,                      0,                      0,                      0,                      0,                 3.3895,                 5.3122,                 4.1704,             1.6032e-05,             1.6032e-05,             1.6032e-05
                     87,                 2.9719,                 5.1849,                 4.2562,                      0,                      0,                      0,                      0,                 3.3895,                 5.3122,                 4.1704,             1.5208e-05,             1.5208e-05,             1.5208e-05
                     88,                 3.4357,                 5.4062,                 4.1938,                      0,                      0,                      0,                      0,                  3.389,                 5.3078,                 4.1712,              1.436e-05,              1.436e-05,              1.436e-05
                     89,                 2.8935,                 5.4088,                 4.3121,                      0,                      0,                      0,                      0,                  3.389,                 5.3078,                 4.1712,             1.3488e-05,             1.3488e-05,             1.3488e-05
                     90,                 2.9235,                 5.6601,                 4.2822,                      0,                      0,                      0,                      0,                  3.389,                 5.3078,                 4.1712,             1.2593e-05,             1.2593e-05,             1.2593e-05
                     91,                 2.7992,                 5.4868,                 4.2287,                      0,                      0,                      0,                      0,                  3.389,                 5.3078,                 4.1712,             1.1674e-05,             1.1674e-05,             1.1674e-05
                     92,                 2.8874,                 5.1706,                  4.252,                      0,                      0,                      0,                      0,                 3.3906,                 5.3069,                 4.1722,             1.0732e-05,             1.0732e-05,             1.0732e-05
                     93,                 2.9696,                 5.4432,                 4.2788,                      0,                      0,                      0,                      0,                 3.3906,                 5.3069,                 4.1722,             9.7656e-06,             9.7656e-06,             9.7656e-06
                     94,                 2.6606,                 5.3786,                 4.2458,                      0,                      0,                      0,                      0,                 3.3906,                 5.3069,                 4.1722,             8.7761e-06,             8.7761e-06,             8.7761e-06
                     95,                 2.7234,                 5.4642,                   4.22,                      0,                      0,                      0,                      0,                 3.3906,                 5.3069,                 4.1722,             7.7631e-06,             7.7631e-06,             7.7631e-06
                     96,                 2.5884,                 5.3994,                  4.268,                      0,                      0,                      0,                      0,                 3.3915,                 5.3056,                 4.1726,             6.7265e-06,             6.7265e-06,             6.7265e-06
                     97,                 3.0663,                 5.3157,                 4.4093,                      0,                      0,                      0,                      0,                 3.3915,                 5.3056,                 4.1726,             5.6663e-06,             5.6663e-06,             5.6663e-06
                     98,                 2.9593,                 5.5485,                 4.2872,                      0,                      0,                      0,                      0,                 3.3915,                 5.3056,                 4.1726,             4.5826e-06,             4.5826e-06,             4.5826e-06
                     99,                  2.603,                 5.4457,                  4.273,                      0,                      0,                      0,                      0,                 3.3915,                 5.3056,                 4.1726,             3.4753e-06,             3.4753e-06,             3.4753e-06
                    100,                 2.7783,                 5.4971,                 4.3115,                      0,                      0,                      0,                      0,                 3.3944,                 5.3086,                 4.1739,             2.3444e-06,             2.3444e-06,             2.3444e-06
